Id,CO2 Emissions(g/km)
137142,200.9884146132802
137143,337.69175783942717
137144,283.7120764718092
137145,310.0947640625414
137146,390.3202487895957
137147,168.03765909654874
137148,343.41273100895904
137149,170.10057135814378
137150,298.0341936570532
137151,235.52338860589063
137152,250.7635734267413
137153,292.9864226860785
137154,217.12334010143692
137155,283.57224749683047
137156,164.93977373625168
137157,209.80964693741905
137158,322.03101888810056
137159,268.83623131309514
137160,234.617235036085
137161,220.84483792044182
137162,120.9649611692717
137163,263.83590410293357
137164,200.55336655374282
137165,189.30669888748463
137166,205.4842641169631
137167,207.3936256990877
137168,254.77618657715539
137169,150.72957629339027
137170,87.7126898573593
137171,80.01494739459751
137172,249.1697149031623
137173,177.4759653010759
137174,243.71188446286376
137175,278.3316383442035
137176,301.875612260428
137177,120.88999373559648
137178,120.6139371221239
137179,127.34955869044816
137180,226.87645848842283
137181,175.77914685430483
137182,202.97149331068255
137183,80.56703907209982
137184,118.20775784715131
137185,221.68178802878705
137186,162.6852282659933
137187,96.72025102344678
137188,177.75714300265875
137189,232.88228548783596
137190,280.1463486700644
137191,133.71186056788642
137192,119.69336169485146
137193,88.07464155739878
137194,278.08047381531384
137195,103.70424171737663
137196,228.94845097060545
137197,228.53023124825424
137198,317.6979411422144
137199,183.58508500740209
137200,144.98010493867
137201,358.94016735333986
137202,201.15649990856392
137203,110.33991946412853
137204,178.9301983380059
137205,243.3215981824678
137206,358.22982007015736
137207,139.93526817563364
137208,207.42916474191784
137209,100.77382196976754
137210,111.55883807431721
137211,299.31732800559956
137212,241.50358082124802
137213,202.59421579054955
137214,125.05958873613096
137215,72.45598899844917
137216,331.69674348883086
137217,278.261613429345
137218,114.62693735142946
137219,162.0415345966148
137220,250.66690122132388
137221,230.24285286636683
137222,219.4565124218241
137223,299.7920637209579
137224,151.3727219996282
137225,200.13330672968524
137226,234.41893887385976
137227,283.51142537884505
137228,131.4028355563339
137229,310.990609910312
137230,283.52124972394876
137231,96.68524872119947
137232,246.00706278897633
137233,179.62984654325228
137234,248.31767389997765
137235,218.70638261097974
137236,228.75704868092163
137237,183.32315383453488
137238,318.8278467085497
137239,315.4741597884135
137240,217.0431402511461
137241,256.17665253622823
137242,154.50271455390262
137243,307.6400243167177
137244,123.94661509272322
137245,163.25306882331967
137246,220.19055929064066
137247,326.7488707534344
137248,101.17872710430822
137249,311.68144643035896
137250,73.07645327202931
137251,232.96041431785775
137252,223.60634295768125
137253,310.40403382811843
137254,222.16211195322632
137255,92.11203991120726
137256,207.3957314110778
137257,238.80085111340526
137258,208.71240656068068
137259,135.98633929709496
137260,244.32471173015725
137261,213.76012074702294
137262,103.86701051633331
137263,312.1637810397875
137264,186.3317860066535
137265,300.8372688807536
137266,56.18575472691552
137267,253.4240100842344
137268,78.32719029237994
137269,214.92041424329128
137270,178.12102317466133
137271,286.6962823236786
137272,108.7709034040556
137273,264.2263317124862
137274,174.53027434865768
137275,279.0475636620079
137276,278.2086614438965
137277,392.5774394893149
137278,314.88749909264027
137279,305.4275504996685
137280,228.65498099010742
137281,115.69290534976246
137282,128.55625933989143
137283,233.91699628233704
137284,317.729941359284
137285,303.7685369086239
137286,178.66105542626264
137287,108.97728581340759
137288,224.70658490474696
137289,100.73765080947534
137290,318.16997581944787
137291,192.1419067595217
137292,207.99862188295214
137293,90.29493704272134
137294,154.50992275317503
137295,159.85269781787628
137296,128.1150945304893
137297,158.47720199262454
137298,365.5875274560969
137299,287.8386416742908
137300,244.9816056501447
137301,251.43116435591503
137302,216.1693575342578
137303,124.50560350000873
137304,284.11803146308944
137305,206.4921709739901
137306,246.62154349395303
137307,378.11733009179636
137308,337.0468962955099
137309,224.78239953987753
137310,310.4653802858128
137311,159.82194444904934
137312,229.023367727592
137313,200.93954754320526
137314,234.72700499560227
137315,266.2054991008814
137316,308.7828549565008
137317,285.7681503087671
137318,229.0469818634518
137319,102.22064617097321
137320,157.02447311962885
137321,112.37450632961435
137322,108.16707785160469
137323,243.80875121410764
137324,224.44399585648821
137325,98.46313580046196
137326,309.8983042510619
137327,142.83633705240948
137328,116.71578552114502
137329,98.10733554536664
137330,206.86750220822148
137331,77.09149702956482
137332,192.7236832980828
137333,126.98074871060962
137334,104.44948112259127
137335,278.14569065802476
137336,253.78384591561002
137337,230.171262454816
137338,212.13940770994466
137339,298.66393222302446
137340,129.01151124529682
137341,369.9579518816303
137342,128.21920197646625
137343,125.93811286958837
137344,331.051251553799
137345,129.00523404766412
137346,190.65298661810098
137347,172.2172718661387
137348,275.40190260675763
137349,152.08931985160123
137350,294.89417978666626
137351,186.09030007122405
137352,250.35527436780046
137353,215.9918402697226
137354,299.0462487969737
137355,79.44143224368206
137356,191.8195758416298
137357,233.51628554702702
137358,330.53873960594876
137359,255.68482645978548
137360,379.8379969909164
137361,242.76472536936475
137362,101.1120271072126
137363,233.33999949390363
137364,227.5509260831798
137365,115.08305636443183
137366,183.41416127474753
137367,204.43046246257734
137368,224.65933953060127
137369,106.08530159795092
137370,381.61762382764766
137371,264.30474266738304
137372,128.36850841796178
137373,272.0585138684805
137374,269.4854356057388
137375,281.1051763294526
137376,217.72381837127193
137377,276.99688484683014
137378,65.13070787983239
137379,237.06761610643093
137380,203.54226418643506
137381,337.3267359515162
137382,339.5853873779634
137383,259.7349028891613
137384,317.0437341437056
137385,260.96375799296885
137386,223.20058488029673
137387,382.16264270343794
137388,287.55349651970727
137389,385.1562931506687
137390,118.37849883470486
137391,217.58470093711014
137392,306.9459602541981
137393,152.03278866954068
137394,206.0897757342317
137395,248.1615644806389
137396,159.05575489358142
137397,254.73860580030515
137398,276.09909478984383
137399,173.87541232003736
137400,87.08154786187207
137401,131.74051804521014
137402,110.83788420451282
137403,153.07123290595976
137404,295.6156136057752
137405,313.31040109920474
137406,212.8805628691092
137407,365.3637813233735
137408,181.08347411068735
137409,224.11067154314827
137410,271.96480948212536
137411,78.2104424320894
137412,179.07648730517124
137413,118.99054407221432
137414,143.37337480275934
137415,246.77927860505935
137416,372.23579978424465
137417,134.02462913945487
137418,187.11055051746726
137419,237.14770768105922
137420,206.35546486764022
137421,249.53405592306393
137422,270.2019413683698
137423,118.91558455875727
137424,127.27905146876361
137425,115.91346364425864
137426,139.94339308536578
137427,102.36230540155648
137428,283.5266470387197
137429,77.02536571077243
137430,338.41877573820955
137431,175.3110144096844
137432,240.25312271734586
137433,308.22866999674267
137434,148.49733187243396
137435,209.98545171539484
137436,135.2822962936479
137437,193.9589844058717
137438,197.77554757811552
137439,286.40643714432633
137440,264.7550467351699
137441,153.81282196790445
137442,253.5663034856151
137443,357.1430609632003
137444,130.30338078612354
137445,207.49782463372313
137446,99.93644498328132
137447,248.76295580857982
137448,183.5103418272777
137449,313.43831810427787
137450,267.10616243783375
137451,174.04645501715126
137452,274.1357249654723
137453,250.43155583351444
137454,234.49959133747632
137455,290.4147263855946
137456,300.90640007954045
137457,104.08896072141263
137458,91.12337747821141
137459,166.26932617000762
137460,103.254420947759
137461,126.04154800526575
137462,189.57669756921337
137463,95.05732375885775
137464,236.2452956253376
137465,326.6457459797018
137466,203.3354281782429
137467,162.44525937827845
137468,84.13965804932343
137469,153.19067563912134
137470,198.7496751499328
137471,108.86946013951464
137472,318.14776109901095
137473,217.9659888899034
137474,122.4756867420935
137475,352.01674614676807
137476,192.87092716507152
137477,214.093199225334
137478,300.7483827822017
137479,213.15055469142345
137480,226.51570377263783
137481,147.44790661515881
137482,217.15290118322062
137483,157.34039182353646
137484,267.3032739050701
137485,342.08666608212695
137486,144.29596075563063
137487,207.5123503523033
137488,51.87193034369873
137489,303.8262483486062
137490,227.68697775686633
137491,270.58565560719444
137492,330.76452080526366
137493,119.75201674701779
137494,213.24929037993297
137495,397.89439870243734
137496,270.56130382837864
137497,424.5437964347462
137498,159.80672758280843
137499,217.6007113830634
137500,446.1252133724449
137501,204.36803043049522
137502,261.18563373795365
137503,289.53787506041675
137504,146.30867012418537
137505,254.82985392359922
137506,126.10277914768804
137507,262.98241494984427
137508,216.58632494004104
137509,378.52436392355213
137510,281.32721695635644
137511,242.31720146918758
137512,170.21048142168473
137513,129.09980541530857
137514,135.21467789771106
137515,209.69126046542738
137516,142.6459945659899
137517,101.06481378549995
137518,202.53175206244697
137519,222.16211195322632
137520,99.40225802540063
137521,279.0511159246952
137522,272.4886065173302
137523,227.2732999763752
137524,194.98969140886726
137525,240.40664929517067
137526,261.4273872696334
137527,99.55303700308649
137528,149.20833259368425
137529,213.57283863554755
137530,416.54336751540245
137531,110.49944497640325
137532,320.8031114437309
137533,186.90482179348166
137534,109.41202545558954
137535,338.2148983314701
137536,293.22023341399824
137537,137.3868590699101
137538,260.37259884285226
137539,124.47263836217124
137540,367.3542219338119
137541,59.41621885928576
137542,201.3395992109606
137543,170.46291988889502
137544,42.79591357545565
137545,88.40667803388692
137546,251.7152941226759
137547,266.57538663577253
137548,169.52621706524405
137549,157.6481468106416
137550,118.6115429688975
137551,245.55280006538837
137552,175.35784839708094
137553,257.06580709624825
137554,254.47416381924774
137555,214.99970203218695
137556,220.3400540797929
137557,136.4500116396751
137558,260.31009546650574
137559,207.62537833775556
137560,421.4082801938433
137561,125.7068512610764
137562,164.91086684742243
137563,307.16839185770607
137564,116.75897554382014
137565,276.75473108953605
137566,311.1468582424493
137567,118.91727337572881
137568,273.44531967641603
137569,169.04283730029607
137570,309.55173684282545
137571,145.58379338945468
137572,191.839698567074
137573,262.0314447589201
137574,283.4099137163612
137575,123.55157244782268
137576,243.66631046745795
137577,199.8511503518669
137578,157.570823456333
137579,172.90222809653278
137580,137.35036219717682
137581,317.3163814911229
137582,219.88671511269555
137583,91.42136587938795
137584,283.2901008920649
137585,67.91316675887292
137586,283.8032376882577
137587,146.37852693882363
137588,175.69400763728493
137589,228.59623834234415
137590,284.7737774961801
137591,70.86074238602166
137592,140.01017597192046
137593,209.16039276432642
137594,250.70823118962483
137595,145.1880031193645
137596,161.4215974026883
137597,209.273086504172
137598,263.85358591916616
137599,265.6793628617976
137600,154.5815800911979
137601,310.4141260951084
137602,212.56314619560698
137603,215.7781211143998
137604,68.75967314760636
137605,95.6810772943522
137606,196.24349868803037
137607,102.2267919747606
137608,207.095989295324
137609,273.3457881883606
137610,187.1644849865772
137611,132.41210114737498
137612,230.0236007507096
137613,153.70611280357022
137614,211.53659326327318
137615,220.46544375326948
137616,245.1735666944229
137617,120.40527621315823
137618,257.10252170028866
137619,209.75312161852918
137620,221.283759547251
137621,215.9918402697226
137622,190.20677956050625
137623,114.90667014869415
137624,103.27049924385616
137625,212.37063946510105
137626,109.04309747202005
137627,140.34734342749394
137628,76.19772000781515
137629,228.77224348359516
137630,125.36498461719842
137631,154.32132775139098
137632,119.17016673511694
137633,197.2536407478895
137634,303.8269246576936
137635,207.57777360622723
137636,103.19608647122465
137637,112.74429402709964
137638,249.59274523357755
137639,269.7913447731378
